"work_id","Primary_NAICS_Code","size","employees","FIPS","LAT","LON"
24242,23822002,"5-24",11,"37003",35.922023,-81.16725
24246,81311021,"1-4",1,"37003",35.892952,-81.1754
24254,33712205,"1-4",2,"37003",35.840515,-81.181895
24955,81221002,"5-24",24,"37003",35.867368,-81.049518
25774,92112007,"1-4",3,"37003",35.9054,-81.2083
25815,42512068,"1-4",4,"37003",35.911071,-81.178036
26119,31611010,"100-499",499,"37003",35.899111,-81.082805
26155,81219908,"1-4",2,"37003",35.922923,-81.187674
26167,62133002,"5-24",5,"37003",35.89275,-81.181063
26180,44512001,"1-4",1,"37003",35.919849,-81.161923
26194,52421001,"1-4",4,"37003",35.9029,-81.1777
26508,52421001,"5-24",8,"37003",35.913771,-81.177535
26537,92112007,"1-4",2,"37003",35.839448,-81.185182
26549,92215001,"5-24",14,"37003",35.922923,-81.187674
26563,81111104,"1-4",1,"37003",35.905796,-81.19577
26573,44611009,"5-24",9,"37003",35.9054,-81.2083
26581,52211002,"5-24",9,"37003",35.923007,-81.176928
26587,92216003,"5-24",24,"37003",35.977678,-81.187243
26641,42472005,"1-4",4,"37003",35.872845,-81.060944
26913,54111002,"1-4",1,"37003",35.9054,-81.2083
26917,42382026,"5-24",11,"37003",35.901248,-81.093211
27633,45299013,"1-4",4,"37003",35.9054,-81.2083
27730,44211012,"1-4",1,"37003",35.9305,-81.0748
28005,53121005,"1-4",4,"37003",35.798703,-81.324632
28342,45299013,"5-24",6,"37003",35.900355,-81.092904
28889,21239907,"5-24",14,"37003",35.913322,-81.082642
29162,99999004,"1-4",2,"37003",35.814975,-81.221649
29275,99999004,"5-24",15,"37003",35.831337,-81.300476
29395,99999004,"5-24",12,"37003",35.913854,-81.178153
29406,44211012,"25-99",79,"37003",35.851582,-81.141211
29544,44512001,"1-4",3,"37003",35.922516,-81.18704
29739,42392022,"1-4",4,"37003",35.907116,-81.237638
29825,71391002,"5-24",20,"37003",35.8052,-81.3255
29922,56151007,"1-4",3,"37003",35.941412,-81.099391
29936,81211202,"1-4",3,"37003",35.821188,-81.307848
29939,54111002,"1-4",2,"37003",35.872899,-81.305612
30044,99999004,"5-24",15,"37003",35.813487,-81.264496
30052,99999004,"5-24",15,"37003",35.819233,-81.264638
30107,31599006,"5-24",10,"37003",35.9054,-81.2083
30418,62419009,"1-4",2,"37003",35.92342,-81.17367
30443,44221001,"1-4",1,"37003",35.918363,-81.273092
30680,42472026,"1-4",2,"37003",35.9054,-81.2083
30879,33712101,"25-99",99,"37003",35.915315,-81.175795
30950,44812001,"1-4",4,"37003",35.923084,-81.173998
30993,48423013,"1-4",1,"37003",35.919394,-81.219915
31021,51721014,"1-4",1,"37003",35.9054,-81.2083
31069,81291021,"1-4",3,"37003",35.816894,-81.308407
31174,51511203,"5-24",5,"37003",35.92339,-81.17308
31208,81111104,"1-4",2,"37003",35.945947,-81.1875
31213,52412609,"1-4",3,"37003",35.921539,-81.17622
31228,53212016,"1-4",1,"37003",35.9054,-81.2083
31236,56149907,"1-4",1,"37003",35.832275,-81.216292
31240,72251117,"5-24",8,"37003",35.923073,-81.186532
31247,62419012,"5-24",11,"37003",35.922924,-81.174545
31253,45399102,"1-4",2,"37003",35.9054,-81.2083
31260,92112007,"1-4",2,"37003",35.91345,-81.1876
31265,92613002,"5-24",7,"37003",35.9054,-81.2083
31284,54111002,"1-4",3,"37003",35.923236,-81.174913
31512,99999004,"1-4",3,"37003",35.986346,-81.248434
31519,54194009,"5-24",13,"37003",35.861983,-81.050755
31594,72251117,"5-24",7,"37003",35.919265,-81.137399
31614,81311008,"1-4",1,"37003",35.9054,-81.2083
31897,62311002,"100-499",364,"37003",35.913697,-81.17516
31909,99999004,"1-4",1,"37003",35.924373,-81.176671
31967,81311008,"1-4",2,"37003",35.839488,-81.194137
32114,45321008,"1-4",4,"37003",35.907827,-81.091151
32172,51721014,"1-4",1,"37003",35.917004,-81.182737
32221,53111002,"1-4",1,"37003",35.9054,-81.2083
32244,62441003,"5-24",20,"37003",35.871854,-81.048455
32324,61111018,"5-24",17,"37003",35.91312,-81.189362
32334,92113002,"1-4",3,"37003",35.91345,-81.1876
32439,52211001,"1-4",3,"37003",35.924395,-81.175464
32464,61169914,"1-4",1,"37003",35.92661,-81.175799
32669,99999004,"1-4",2,"37003",35.923305,-81.175027
32670,11199803,"1-4",1,"37003",35.849557,-81.204762
32693,56111022,"5-24",5,"37003",35.925979,-81.209833
32769,45311001,"1-4",4,"37003",35.922799,-81.175093
32829,44831010,"1-4",2,"37003",35.898219,-81.118681
32859,81311008,"1-4",1,"37003",35.9305,-81.0748
33129,62111107,"1-4",4,"37003",35.89837,-81.178881
33249,71399050,"1-4",2,"37003",35.9054,-81.2083
33275,23822025,"1-4",4,"37003",35.847171,-81.289297
33288,42373020,"5-24",24,"37003",35.813648,-81.276479
33301,81211202,"1-4",4,"37003",35.812806,-81.304327
33398,62199921,"5-24",6,"37003",35.925077,-81.121853
33423,62111107,"1-4",2,"37003",35.91749,-81.18019
33472,81391002,"1-4",3,"37003",35.914613,-81.182186
33713,71399050,"1-4",4,"37003",35.841867,-81.293183
33726,81112102,"1-4",2,"37003",35.818738,-81.278183
33742,81311008,"5-24",14,"37003",35.846484,-81.308333
33754,92216003,"1-4",2,"37003",35.843748,-81.308725
33767,81149058,"1-4",3,"37003",35.849829,-81.305751
33781,81311008,"1-4",2,"37003",35.864174,-81.316301
33793,23891006,"1-4",4,"37003",35.814779,-81.305002
33799,44229101,"1-4",4,"37003",35.820951,-81.277767
33810,81222002,"1-4",4,"37003",35.92231,-81.17381
33887,48851011,"1-4",3,"37003",35.873352,-81.137918
33895,72251117,"5-24",8,"37003",35.814536,-81.305236
33906,62139103,"5-24",7,"37003",35.806788,-81.310309
33979,55111201,"1-4",1,"37003",35.823342,-81.216344
34015,42491007,"5-24",19,"37003",35.910557,-81.177787
34034,44122215,"1-4",2,"37003",35.829752,-81.203366
34303,61111007,"25-99",67,"37003",35.938602,-81.195567
34309,61111007,"25-99",47,"37003",35.872107,-81.313438
34317,23731004,"1-4",2,"37003",35.855872,-81.291912
34326,56173011,"1-4",3,"37003",35.812446,-81.295292
34337,81111124,"1-4",2,"37003",35.866781,-81.304876
34348,23891041,"1-4",4,"37003",35.813996,-81.266839
34360,42373001,"1-4",4,"37003",35.813813,-81.260981
34386,52211001,"5-24",13,"37003",35.865259,-81.050822
34388,62111107,"1-4",4,"37003",35.812806,-81.304327
34401,33231210,"5-24",19,"37003",35.847459,-81.312438
34590,44112005,"1-4",3,"37003",35.923326,-81.172423
34606,99999004,"5-24",7,"37003",35.810604,-81.313133
34637,54171126,"1-4",3,"37003",35.934094,-81.246333
34916,81291021,"1-4",2,"37003",35.813307,-81.303246
34927,56173011,"1-4",4,"37003",35.858049,-81.286439
34942,23822025,"1-4",4,"37003",35.822731,-81.280545
34955,54192110,"1-4",1,"37003",35.9054,-81.2083
34969,54137002,"1-4",4,"37003",35.839752,-81.3017
34980,71399031,"1-4",4,"37003",35.84406,-81.31833
34993,81111104,"1-4",3,"37003",35.812126,-81.304362
35056,62139920,"1-4",1,"37003",35.893021,-81.177845
35206,23899096,"1-4",1,"37003",35.819579,-81.249693
35216,23891006,"1-4",2,"37003",35.868976,-81.309769
35243,81111104,"1-4",2,"37003",35.850946,-81.319681
35269,23811001,"1-4",4,"37003",35.848695,-81.322504
35284,23611836,"1-4",1,"37003",35.934524,-81.213891
35296,23622040,"1-4",4,"37003",35.89727,-81.158434
35365,48423013,"5-24",11,"37003",35.801533,-81.329913
35573,81211202,"1-4",2,"37003",35.833107,-81.311035
35807,45311001,"1-4",1,"37003",35.872777,-81.30745
35820,54121101,"1-4",3,"37003",35.922696,-81.175048
35834,62139103,"1-4",1,"37003",35.9054,-81.2083
36018,48821008,"1-4",3,"37003",35.929864,-81.171807
36174,81141103,"1-4",1,"37003",35.860462,-81.184729
36275,81311009,"1-4",1,"37003",35.927253,-81.242139
36478,52211001,"5-24",5,"37003",35.898219,-81.118681
36603,62331206,"5-24",16,"37003",35.881617,-81.188739
36617,81111104,"5-24",14,"37003",35.859047,-81.184757
36625,62132003,"1-4",4,"37003",35.91438,-81.177714
36630,81311008,"1-4",4,"37003",35.976645,-81.19176
36638,44511003,"1-4",1,"37003",35.83938,-81.186777
36641,81211202,"1-4",2,"37003",35.838896,-81.186764
36931,81211202,"1-4",3,"37003",35.811851,-81.293692
37169,44529930,"5-24",6,"37003",35.930432,-81.188589
37410,99999004,"1-4",2,"37003",35.816139,-81.221515
37660,44112005,"1-4",4,"37003",35.909876,-81.192151
37682,54199009,"1-4",1,"37003",35.83292,-81.228022
37773,81311008,"5-24",11,"37003",35.922924,-81.174545
38047,54135003,"1-4",2,"37003",35.839448,-81.185182
38145,31212002,"5-24",10,"37003",35.923219,-81.176074
38828,81311008,"1-4",3,"37003",35.980738,-81.05642
38887,45399876,"5-24",5,"37003",35.949039,-81.210999
38899,31161103,"25-99",70,"37003",35.922063,-81.166343
38912,42491007,"1-4",2,"37003",35.921864,-81.164292
38924,72111002,"1-4",3,"37003",35.921448,-81.16824
38940,44131011,"1-4",2,"37003",35.919289,-81.228504
38952,44512001,"1-4",3,"37003",35.918324,-81.156686
38966,81311008,"1-4",3,"37003",35.9054,-81.2083
38978,32121103,"25-99",94,"37003",35.917092,-81.137329
38993,52229810,"1-4",4,"37003",35.92323,-81.197183
39006,81311008,"1-4",4,"37003",35.913937,-81.127213
39021,81311008,"1-4",3,"37003",35.918265,-81.149987
39079,72251117,"5-24",24,"37003",35.914778,-81.178165
39206,81311008,"1-4",4,"37003",35.851791,-81.225787
39225,72119101,"1-4",3,"37003",35.920953,-81.174007
39412,52421001,"1-4",1,"37003",35.9187,-81.193408
39478,54192121,"1-4",1,"37003",35.9054,-81.2083
39479,52211001,"5-24",14,"37003",35.922014,-81.17475
39607,81111104,"1-4",1,"37003",35.963385,-81.196922
39615,71394013,"1-4",3,"37003",35.814152,-81.305379
39818,81311008,"5-24",11,"37003",35.900509,-81.242966
39834,62139932,"1-4",1,"37003",35.89837,-81.178881
40102,42361023,"1-4",4,"37003",35.923737,-81.176161
40225,52412609,"1-4",1,"37003",35.9054,-81.2083
40339,53121003,"1-4",1,"37003",35.923639,-81.173993
40359,81311008,"1-4",1,"37003",35.921268,-81.18309
40498,44132001,"1-4",1,"37003",35.87411,-81.118539
40511,52421001,"1-4",3,"37003",35.914697,-81.177579
40861,81131043,"1-4",4,"37003",35.836492,-81.262443
41078,23799015,"1-4",1,"37003",35.882591,-81.11436
41230,44419053,"5-24",7,"37003",35.916218,-81.136151
41433,53121003,"1-4",3,"37003",35.815639,-81.307436
41467,71151004,"1-4",2,"37003",35.867535,-81.056717
41597,81311008,"1-4",3,"37003",35.916718,-81.135396
41599,72251117,"1-4",3,"37003",35.9054,-81.2083
41612,99999004,"5-24",18,"37003",35.816427,-81.304023
41663,11212002,"1-4",4,"37003",35.87628,-81.141226
42166,62111107,"1-4",2,"37003",35.893021,-81.177845
42174,62111107,"1-4",4,"37003",35.89837,-81.178881
42223,48423020,"5-24",24,"37003",35.847016,-81.183236
42244,45399876,"5-24",24,"37003",35.936916,-81.25365
42302,45399106,"1-4",2,"37003",35.923639,-81.173993
42378,62121003,"1-4",4,"37003",35.817212,-81.307625
42444,33911203,"5-24",10,"37003",35.924394,-81.261488
42465,53113001,"1-4",2,"37003",35.838354,-81.311722
42564,81311008,"1-4",1,"37003",36.002137,-81.02401
42831,32799303,"25-99",30,"37003",35.9054,-81.2083
42878,48423013,"1-4",2,"37003",35.9054,-81.2083
43058,23817002,"1-4",3,"37003",35.833016,-81.30124
43163,54194002,"5-24",9,"37003",35.866113,-81.051015
43349,55111201,"1-4",4,"37003",35.815178,-81.330415
43379,23822025,"5-24",10,"37003",35.861633,-81.045368
43660,52211001,"1-4",2,"37003",35.8406,-81.0668
43698,23821007,"1-4",4,"37003",35.927634,-81.110247
43704,72251115,"5-24",9,"37003",35.9054,-81.2083
43760,42472014,"1-4",4,"37003",35.884212,-81.185493
43829,55111201,"1-4",3,"37003",35.917687,-81.124612
43863,92112007,"1-4",1,"37003",35.91345,-81.1876
43870,44112005,"1-4",2,"37003",35.922228,-81.184495
44089,81311008,"1-4",4,"37003",35.9305,-81.0748
44096,81311008,"1-4",1,"37003",35.8406,-81.0668
44104,11142103,"1-4",2,"37003",35.88333,-81.105338
44114,62111107,"5-24",14,"37003",35.918955,-81.177613
44551,99999004,"1-4",4,"37003",35.922522,-81.179375
44796,52211001,"1-4",3,"37003",35.921702,-81.185776
44959,62422104,"1-4",4,"37003",35.833078,-81.228863
45526,54121101,"1-4",3,"37003",35.816092,-81.306885
45531,81211101,"1-4",2,"37003",35.879326,-81.090287
45566,62111107,"1-4",4,"37003",35.89837,-81.178881
45572,62111107,"1-4",4,"37003",35.89837,-81.178881
45642,72251117,"1-4",2,"37003",35.9054,-81.2083
45868,81311008,"1-4",4,"37003",35.831708,-81.316439
45925,62121003,"5-24",19,"37003",35.913854,-81.178153
46492,81311008,"1-4",2,"37003",35.8406,-81.0668
46560,53121003,"1-4",4,"37003",35.809832,-81.258631
46651,44131011,"5-24",13,"37003",35.912227,-81.177842
46653,33711004,"5-24",21,"37003",35.815049,-81.319763
46901,52211001,"5-24",20,"37003",35.921795,-81.177719
47103,NA,"1-4",4,"37003",35.816427,-81.304023
47360,31181102,"1-4",3,"37003",35.913335,-81.184647
47405,81311008,"1-4",2,"37003",35.916733,-81.189377
47421,52211001,"25-99",48,"37003",35.84014,-81.309483
47770,52211001,"1-4",2,"37003",35.9054,-81.2083
